"","Measurement.Time","Value"
"411",2017-11-22,24.424
"412",2017-11-22,24.81075
"413",2017-11-22,25.3195
"414",2017-11-22,25.92725
"415",2017-11-22,25.8545
"416",2017-11-22,25.904
"417",2017-11-22,26.12475
"418",2017-11-22,26.347
"419",2017-11-22,26.884
"420",2017-11-22,24.88525
"421",2017-11-22,24.0005
"422",2017-11-22,23.94575
"423",2017-11-22,23.41375
"424",2017-11-22,21.5695
"425",2017-11-22,19.87675
"426",2017-11-22,19.163
"427",2017-11-22,18.78225
"428",2017-11-22,18.711
"429",2017-11-22,18.37825
"430",2017-11-22,19.09175
"431",2017-11-22,19.855
"432",2017-11-22,20.7635
"433",2017-11-23,21.55
"434",2017-11-23,23.172
"435",2017-11-23,23.172
"436",2017-11-23,23.22
"437",2017-11-23,23.10025
"438",2017-11-23,22.98025
"439",2017-11-23,22.88425
"440",2017-11-23,22.7645
"441",2017-11-23,22.40525
"442",2017-11-23,22.33375
"443",2017-11-23,22.047
"444",2017-11-23,21.71275
"445",2017-11-23,21.1405
"446",2017-11-23,21.8805
"447",2017-11-23,22.167
"448",2017-11-23,22.28625
"449",2017-11-23,22.262
"450",2017-11-23,22.23825
"451",2017-11-23,22.54925
"452",2017-11-23,22.9565
"453",2017-11-23,23.34075
"454",2017-11-23,23.677
"455",2017-11-23,23.34025
"456",2017-11-23,23.4605
"457",2017-11-23,23.77325
"458",2017-11-23,24.01375
"459",2017-11-23,24.39975
"460",2017-11-23,24.593
"461",2017-11-23,25.0765
"462",2017-11-23,25.708
"463",2017-11-23,25.46575
"464",2017-11-23,26.49125
"465",2017-11-23,26.4895
"466",2017-11-23,26.123
"467",2017-11-23,25.8055
"468",2017-11-23,25.17925
"469",2017-11-23,24.38475
"470",2017-11-23,23.67975
"471",2017-11-23,22.1215
"472",2017-11-23,20.47375
"473",2017-11-23,19.5675
"474",2017-11-23,19.068
"475",2017-11-23,18.7585
"476",2017-11-23,18.71125
"477",2017-11-23,18.4735
"478",2017-11-23,18.6395
"479",2017-11-23,18.806
"480",2017-11-23,20.141
"481",2017-11-24,20.90725
"482",2017-11-24,22.86175
"483",2017-11-24,23.2205
"484",2017-11-24,23.244
"485",2017-11-24,23.244
"486",2017-11-24,23.22
"487",2017-11-24,23.1
"488",2017-11-24,23.02825
"489",2017-11-24,22.83625
"490",2017-11-24,22.76425
"491",2017-11-24,22.525
"492",2017-11-24,22.38175
"493",2017-11-24,22.1195
"494",2017-11-24,21.99925
"495",2017-11-24,22.04875
"496",2017-11-24,22.07275
"497",2017-11-24,22.43225
"498",2017-11-24,22.789
"499",2017-11-24,22.9565
"500",2017-11-24,23.14875
"501",2017-11-24,23.55675
"502",2017-11-24,23.72525
"503",2017-11-24,23.91825
"504",2017-11-24,23.94225
"505",2017-11-24,24.1585
"506",2017-11-24,23.98975
"507",2017-11-24,24.086
"508",2017-11-24,24.32725
"509",2017-11-24,24.42375
"510",2017-11-24,24.6655
"511",2017-11-24,25.1255
"512",2017-11-24,25.24675
"513",2017-11-24,25.004
"514",2017-11-24,24.73825
"515",2017-11-24,24.40025
"516",2017-11-24,24.5465
"517",2017-11-24,23.89525
"518",2017-11-24,22.17375
"519",2017-11-24,20.998
"520",2017-11-24,19.23425
"521",2017-11-24,18.97275
"522",2017-11-24,18.44975
"523",2017-11-24,18.28325
"524",2017-11-24,18.23575
"525",2017-11-24,17.99775
"526",2017-11-24,17.998
"527",2017-11-24,18.117
"528",2017-11-24,18.2355
"529",2017-11-25,20.166
"530",2017-11-25,21.31
"531",2017-11-25,23.10025
"532",2017-11-25,23.1
"533",2017-11-25,23.1
"534",2017-11-25,23.052
"535",2017-11-25,23.02825
"536",2017-11-25,22.98025
"537",2017-11-25,22.9085
